,GAME_ID,GAME_DATE,HOME_SCORE,AWAY_SCORE,HOME_TEAM_ID,AWAY_TEAM_ID
0,0022000001,2020-12-22,99,125,1610612744,1610612751
1,0022000002,2020-12-22,109,116,1610612747,1610612746
2,0022000003,2020-12-23,121,122,1610612749,1610612738
3,0022000013,2020-12-23,107,113,1610612764,1610612755
4,0022000017,2020-12-23,131,119,1610612759,1610612763
5,0022000015,2020-12-23,124,104,1610612737,1610612741
6,0022000018,2020-12-23,111,101,1610612750,1610612765
7,0022000019,2020-12-23,124,122,1610612758,1610612743
8,0022000020,2020-12-23,120,100,1610612762,1610612757
9,0022000004,2020-12-23,102,106,1610612742,1610612756
10,0022000012,2020-12-23,113,107,1610612753,1610612748
11,0022000011,2020-12-23,107,121,1610612752,1610612754
12,0022000010,2020-12-23,121,114,1610612739,1610612766
13,0022000014,2020-12-23,99,113,1610612761,1610612740
14,0022000005,2020-12-25,98,111,1610612740,1610612748
15,0022000006,2020-12-25,138,99,1610612749,1610612744
16,0022000007,2020-12-25,95,123,1610612738,1610612751
17,0022000008,2020-12-25,115,138,1610612742,1610612747
18,0022000009,2020-12-25,108,121,1610612743,1610612746
19,0022000027,2020-12-26,119,114,1610612759,1610612761
20,0022000026,2020-12-26,125,106,1610612754,1610612741
21,0022000025,2020-12-26,109,89,1610612755,1610612752
22,0022000023,2020-12-26,119,128,1610612765,1610612739
23,0022000029,2020-12-26,126,128,1610612745,1610612757
24,0022000028,2020-12-26,116,111,1610612750,1610612762
25,0022000030,2020-12-26,106,103,1610612758,1610612756
26,0022000022,2020-12-26,107,109,1610612766,1610612760
27,0022000024,2020-12-26,120,130,1610612764,1610612753
28,0022000021,2020-12-26,112,122,1610612763,1610612737
29,0022000040,2020-12-27,127,91,1610612747,1610612750
30,0022000038,2020-12-27,128,129,1610612741,1610612744
31,0022000036,2020-12-27,130,110,1610612752,1610612749
32,0022000031,2020-12-27,124,73,1610612742,1610612746
33,0022000035,2020-12-27,94,118,1610612755,1610612739
34,0022000037,2020-12-27,107,108,1610612738,1610612754
35,0022000039,2020-12-27,100,116,1610612758,1610612756
36,0022000032,2020-12-27,104,106,1610612751,1610612766
37,0022000033,2020-12-27,113,120,1610612764,1610612753
38,0022000034,2020-12-27,98,95,1610612740,1610612759
39,0022000045,2020-12-28,115,107,1610612757,1610612747
40,0022000042,2020-12-28,111,116,1610612751,1610612763
41,0022000041,2020-12-28,128,120,1610612737,1610612765
42,0022000044,2020-12-28,124,111,1610612743,1610612745
43,0022000043,2020-12-28,109,110,1610612760,1610612762
44,0022000049,2020-12-29,100,93,1610612755,1610612761
45,0022000053,2020-12-29,86,111,1610612740,1610612756
46,0022000054,2020-12-29,124,101,1610612746,1610612750
47,0022000046,2020-12-29,95,86,1610612752,1610612739
48,0022000051,2020-12-29,144,97,1610612749,1610612748
49,0022000047,2020-12-29,106,116,1610612765,1610612744
50,0022000048,2020-12-29,116,111,1610612738,1610612754
51,0022000055,2020-12-29,125,115,1610612758,1610612743
52,0022000050,2020-12-29,107,115,1610612764,1610612741
53,0022000052,2020-12-29,118,107,1610612753,1610612760
54,0022000060,2020-12-30,107,121,1610612759,1610612747
55,0022000056,2020-12-30,126,107,1610612738,1610612763
56,0022000057,2020-12-30,145,141,1610612751,1610612737
57,0022000061,2020-12-30,128,105,1610612746,1610612757
58,0022000058,2020-12-30,108,119,1610612749,1610612748
59,0022000059,2020-12-30,118,99,1610612766,1610612742
60,0022000064,2020-12-31,92,116,1610612753,1610612755
61,0022000065,2020-12-31,119,122,1610612758,1610612745
62,0022000068,2020-12-31,95,106,1610612762,1610612756
63,0022000062,2020-12-31,99,119,1610612739,1610612754
64,0022000066,2020-12-31,100,83,1610612761,1610612752
65,0022000063,2020-12-31,133,130,1610612741,1610612764
66,0022000067,2020-12-31,80,113,1610612760,1610612740
67,0022000078,2021-01-01,98,123,1610612744,1610612757
68,0022000075,2021-01-01,109,103,1610612747,1610612759
69,0022000072,2021-01-01,96,114,1610612751,1610612737
70,0022000070,2021-01-01,93,96,1610612738,1610612765
71,0022000073,2021-01-01,96,126,1610612741,1610612749
72,0022000077,2021-01-01,106,100,1610612762,1610612746
73,0022000071,2021-01-01,93,83,1610612742,1610612748
74,0022000076,2021-01-01,103,106,1610612743,1610612756
75,0022000074,2021-01-01,130,109,1610612764,1610612750
76,0022000069,2021-01-01,108,93,1610612763,1610612766
77,0022000082,2021-01-02,127,112,1610612755,1610612766
78,0022000081,2021-01-02,99,108,1610612753,1610612760
79,0022000079,2021-01-02,102,94,1610612745,1610612758
80,0022000080,2021-01-02,102,106,1610612754,1610612752
81,0022000083,2021-01-02,91,96,1610612737,1610612739
