,Player_ID,Game_ID
20,203500,0022000629
21,203500,0022000614
22,203500,0022000601
23,203500,0022000581
24,203500,0022000574
25,203500,0022000557
26,203500,0022000548
27,203500,0022000533
28,203500,0022000514
29,203500,0022000503
30,203500,0022000494
31,203500,0022000441
32,203500,0022000429
33,203500,0022000561
34,203500,0022000399
35,203500,0022000385
36,203500,0022000377
37,203500,0022000355
38,203500,0022000343
39,203500,0022000335
40,203500,0022000300
41,203500,0022000293
42,203500,0022000279
43,203500,0022000246
44,203500,0022000227
45,203500,0022000214
46,203500,0022000201
47,203500,0022000187
48,203500,0022000172
49,203500,0022000126
50,203500,0022000114
51,203500,0022000100
52,203500,0022000084
53,203500,0022000067
54,203500,0022000053
55,203500,0022000034
56,203500,0022000005
57,203500,0022000014
0,203500,0022101213
1,203500,0022101201
2,203500,0022101187
3,203500,0022101144
4,203500,0022101129
5,203500,0022101112
6,203500,0022101096
7,203500,0022101089
8,203500,0022101063
9,203500,0022101047
10,203500,0022101029
11,203500,0022101018
12,203500,0022101000
13,203500,0022100978
14,203500,0022100964
15,203500,0022100957
16,203500,0022100940
17,203500,0022100923
18,203500,0022100909
19,203500,0022100892
20,203500,0022100879
21,203500,0022100872
22,203500,0022100846
23,203500,0022100831
24,203500,0022100818
25,203500,0022100796
26,203500,0022100776
27,203500,0022100761
28,203500,0022100749
29,203500,0022100740
30,203500,0022100728
31,203500,0022100705
32,203500,0022100692
33,203500,0022100674
34,203500,0022100658
35,203500,0022100639
36,203500,0022100579
37,203500,0022100562
38,203500,0022100554
39,203500,0022100535
40,203500,0022100520
41,203500,0022100505
42,203500,0022100496
43,203500,0022100485
44,203500,0022100460
45,203500,0022100450
46,203500,0022100440
47,203500,0022100426
48,203500,0022100409
49,203500,0022100395
50,203500,0022100380
51,203500,0022100373
52,203500,0022100356
53,203500,0022100345
54,203500,0022100330
55,203500,0022100315
56,203500,0022100303
57,203500,0022100285
58,203500,0022100272
59,203500,0022100261
60,203500,0022100245
61,203500,0022100226
62,203500,0022100205
63,203500,0022100188
64,203500,0022100178
65,203500,0022100164
66,203500,0022100149
67,203500,0022100126
68,203500,0022100114
69,203500,0022100100
70,203500,0022100084
71,203500,0022100070
72,203500,0022100063
73,203500,0022100040
74,203500,0022100034
75,203500,0022100007
0,1628389,0022001062
1,1628389,0022001050
2,1628389,0022001032
3,1628389,0022000145
4,1628389,0022001005
5,1628389,0022000986
6,1628389,0022000969
7,1628389,0022000960
8,1628389,0022000938
9,1628389,0022000922
10,1628389,0022000907
11,1628389,0022000898
12,1628389,0022000888
13,1628389,0022000863
14,1628389,0022000852
15,1628389,0022000838
16,1628389,0022000827
17,1628389,0022000814
18,1628389,0022000784
19,1628389,0022000773
20,1628389,0022000749
21,1628389,0022000733
22,1628389,0022000722
23,1628389,0022000710
24,1628389,0022000686
25,1628389,0022000678
26,1628389,0022000664
27,1628389,0022000645
28,1628389,0022000632
29,1628389,0022000623
30,1628389,0022000610
31,1628389,0022000538
32,1628389,0022000522
33,1628389,0022000507
34,1628389,0022000492
35,1628389,0022000475
36,1628389,0022000463
37,1628389,0022000447
38,1628389,0022000443
39,1628389,0022000425
40,1628389,0022000410
41,1628389,0022000392
42,1628389,0022000376
43,1628389,0022000364
44,1628389,0022000347
45,1628389,0022000331
46,1628389,0022000314
47,1628389,0022000301
48,1628389,0022000285
49,1628389,0022000275
50,1628389,0022000260
51,1628389,0022000244
52,1628389,0022000234
53,1628389,0022000220
54,1628389,0022000206
55,1628389,0022000192
56,1628389,0022000136
57,1628389,0022000111
58,1628389,0022000096
59,1628389,0022000071
60,1628389,0022000058
61,1628389,0022000051
62,1628389,0022000005
63,1628389,0022000012
0,1628389,0022101207
1,1628389,0022101181
2,1628389,0022101172
3,1628389,0022101164
4,1628389,0022101139
5,1628389,0022101125
6,1628389,0022101111
7,1628389,0022101103
8,1628389,0022101088
9,1628389,0022101074
10,1628389,0022101052
11,1628389,0022101031
12,1628389,0022101005
13,1628389,0022100998
14,1628389,0022100983
15,1628389,0022100970
16,1628389,0022100956
17,1628389,0022100941
18,1628389,0022100936
19,1628389,0022100922
20,1628389,0022100908
21,1628389,0022100900
22,1628389,0022100885
23,1628389,0022100868
24,1628389,0022100851
25,1628389,0022100833
26,1628389,0022100811
27,1628389,0022100797
28,1628389,0022100521
29,1628389,0022100784
30,1628389,0022100762
31,1628389,0022100748
32,1628389,0022100738
33,1628389,0022100727
34,1628389,0022100700
35,1628389,0022100687
36,1628389,0022100672
37,1628389,0022100662
38,1628389,0022100306
39,1628389,0022100296
40,1628389,0022100274
41,1628389,0022100263
42,1628389,0022100241
43,1628389,0022100225
44,1628389,0022100185
45,1628389,0022100173
46,1628389,0022100170
47,1628389,0022100151
48,1628389,0022100134
49,1628389,0022100121
50,1628389,0022100104
51,1628389,0022100073
52,1628389,0022100057
53,1628389,0022100045
54,1628389,0022100028
55,1628389,0022100015
0,1630583,0022101223
1,1630583,0022101201
2,1630583,0022101155
3,1630583,0022101112
4,1630583,0022101096
5,1630583,0022100749
6,1630583,0022100705
7,1630583,0022100674
8,1630583,0022100658
9,1630583,0022100639
10,1630583,0022100606
11,1630583,0022100591
12,1630583,0022100579
13,1630583,0022100562
14,1630583,0022100554
15,1630583,0022100535
16,1630583,0022100409
17,1630583,0022100395
18,1630583,0022100373
19,1630583,0022100356
20,1630583,0022100345
21,1630583,0022100330
22,1630583,0022100315
23,1630583,0022100303
24,1630583,0022100285
25,1630583,0022100245
26,1630583,0022100226
27,1630583,0022100205
28,1630583,0022100178
29,1630583,0022100126
30,1630583,0022100084
31,1630583,0022100063
0,200746,0022000800
1,200746,0022000779
2,200746,0022000762
3,200746,0022000755
4,200746,0022000732
5,200746,0022000534
6,200746,0022000514
7,200746,0022000495
8,200746,0022000320
9,200746,0022000304
10,200746,0022000296
11,200746,0022000280
12,200746,0022000253
13,200746,0022000237
14,200746,0022000223
15,200746,0022000207
16,200746,0022000189
17,200746,0022000176
18,200746,0022000162
19,200746,0022000147
20,200746,0022000138
21,200746,0022000121
22,200746,0022000105
23,200746,0022000034
24,200746,0022000027
25,200746,0022000017
0,200746,0022101191
1,200746,0022101180
2,200746,0022100960
3,200746,0022100941
4,200746,0022100928
5,200746,0022100726
6,200746,0022100910
7,200746,0022100890
8,200746,0022100464
9,200746,0022100877
10,200746,0022100859
11,200746,0022100750
12,200746,0022100453
13,200746,0022100718
14,200746,0022100706
15,200746,0022100691
16,200746,0022100669
17,200746,0022100657
18,200746,0022100583
19,200746,0022100571
20,200746,0022100542
21,200746,0022100525
22,200746,0022100399
23,200746,0022100384
24,200746,0022100363
25,200746,0022100343
26,200746,0022100336
27,200746,0022100314
28,200746,0022100294
29,200746,0022100270
30,200746,0022100253
31,200746,0022100233
32,200746,0022100216
33,200746,0022100210
34,200746,0022100196
35,200746,0022100179
36,200746,0022100159
37,200746,0022100148
38,200746,0022100139
39,200746,0022100124
40,200746,0022100113
41,200746,0022100092
42,200746,0022100072
43,200746,0022100057
44,200746,0022100035
45,200746,0022100021
46,200746,0022100001
0,1630234,0022001065
1,1630234,0022001009
2,1630234,0022000992
3,1630234,0022000983
4,1630234,0022000955
5,1630234,0022000941
6,1630234,0022000860
7,1630234,0022000827
8,1630234,0022000803
9,1630234,0022000788
10,1630234,0022000744
11,1630234,0022000664
12,1630234,0022000152
13,1630234,0022000053
14,1630234,0022000039
0,1629638,0022001072
1,1629638,0022001059
2,1629638,0022000154
3,1629638,0022001028
4,1629638,0022001020
5,1629638,0022000760
6,1629638,0022000742
7,1629638,0022000734
8,1629638,0022000708
9,1629638,0022000698
10,1629638,0022000689
11,1629638,0022000663
12,1629638,0022000646
13,1629638,0022000629
14,1629638,0022000614
15,1629638,0022000601
16,1629638,0022000581
17,1629638,0022000574
18,1629638,0022000557
19,1629638,0022000514
20,1629638,0022000494
21,1629638,0022000465
22,1629638,0022000455
23,1629638,0022000429
24,1629638,0022000561
25,1629638,0022000385
26,1629638,0022000377
27,1629638,0022000343
28,1629638,0022000335
29,1629638,0022000317
30,1629638,0022000300
31,1629638,0022000293
32,1629638,0022000279
33,1629638,0022000246
34,1629638,0022000227
35,1629638,0022000214
36,1629638,0022000201
37,1629638,0022000187
38,1629638,0022000172
39,1629638,0022000126
40,1629638,0022000114
41,1629638,0022000100
42,1629638,0022000084
43,1629638,0022000067
44,1629638,0022000053
45,1629638,0022000014
0,1629638,0022101230
1,1629638,0022101194
2,1629638,0022101150
3,1629638,0022101121
4,1629638,0022101087
5,1629638,0022101067
6,1629638,0022101055
7,1629638,0022101041
8,1629638,0022101027
9,1629638,0022101002
10,1629638,0022100990
11,1629638,0022100965
12,1629638,0022100950
13,1629638,0022100865
14,1629638,0022100844
15,1629638,0022100808
16,1629638,0022100794
17,1629638,0022100766
18,1629638,0022100759
19,1629638,0022100745
20,1629638,0022100729
21,1629638,0022100454
22,1629638,0022100712
23,1629638,0022100681
24,1629638,0022100654
25,1629638,0022100644
26,1629638,0022100629
27,1629638,0022100615
28,1629638,0022100599
29,1629638,0022100580
30,1629638,0022100565
31,1629638,0022100557
32,1629638,0022100539
33,1629638,0022100467
34,1629638,0022100438
35,1629638,0022100422
36,1629638,0022100401
37,1629638,0022100388
38,1629638,0022100375
39,1629638,0022100352
40,1629638,0022100338
41,1629638,0022100325
42,1629638,0022100313
43,1629638,0022100299
44,1629638,0022100289
45,1629638,0022100275
46,1629638,0022100259
47,1629638,0022100240
48,1629638,0022100235
49,1629638,0022100217
50,1629638,0022100201
51,1629638,0022100188
52,1629638,0022100179
53,1629638,0022100165
54,1629638,0022100150
55,1629638,0022100130
56,1629638,0022100118
57,1629638,0022100106
58,1629638,0022100080
59,1629638,0022100074
60,1629638,0022100059
61,1629638,0022100047
62,1629638,0022100031
63,1629638,0022100022
64,1629638,0022100009
0,1628960,0022000183
1,1628960,0022000980
2,1628960,0022000939
3,1628960,0022000925
4,1628960,0022000240
5,1628960,0022000225
6,1628960,0022000889
7,1628960,0022000874
8,1628960,0022000859
9,1628960,0022000850
10,1628960,0022000837
11,1628960,0022000278
12,1628960,0022000811
13,1628960,0022000793
14,1628960,0022000780
15,1628960,0022000773
16,1628960,0022000758
17,1628960,0022000741
18,1628960,0022000712
19,1628960,0022000700
20,1628960,0022000691
21,1628960,0022000674
22,1628960,0022000658
23,1628960,0022000642
24,1628960,0022000636
25,1628960,0022000623
26,1628960,0022000607
27,1628960,0022000509
28,1628960,0022000501
29,1628960,0022000476
30,1628960,0022000452
31,1628960,0022000562
32,1628960,0022000429
33,1628960,0022000418
34,1628960,0022000403
35,1628960,0022000386
36,1628960,0022000369
37,1628960,0022000355
38,1628960,0022000208
39,1628960,0022000193
40,1628960,0022000169
41,1628960,0022000150
42,1628960,0022000128
43,1628960,0022000119
44,1628960,0022000103
45,1628960,0022000087
46,1628960,0022000056
47,1628960,0022000042
48,1628960,0022000021
49,1628960,0022000017
0,1628960,0022101183
1,1628960,0022101167
2,1628960,0022101148
3,1628960,0022101131
4,1628960,0022101112
5,1628960,0022101097
6,1628960,0022101082
7,1628960,0022101058
8,1628960,0022101043
9,1628960,0022101027
10,1628960,0022101008
11,1628960,0022100984
12,1628960,0022100961
13,1628960,0022100949
14,1628960,0022100936
15,1628960,0022100924
16,1628960,0022100910
17,1628960,0022100870
18,1628960,0022100862
19,1628960,0022100836
20,1628960,0022100822
21,1628960,0022100800
22,1628960,0022100768
23,1628960,0022100756
24,1628960,0022100744
25,1628960,0022100690
26,1628960,0022100674
27,1628960,0022100660
28,1628960,0022100641
29,1628960,0022100627
30,1628960,0022100556
31,1628960,0022100539
32,1628960,0022100526
33,1628960,0022100508
34,1628960,0022100489
35,1628960,0022100481
36,1628960,0022100438
37,1628960,0022100421
38,1628960,0022100408
39,1628960,0022100398
40,1628960,0022100386
41,1628960,0022100370
42,1628960,0022100358
43,1628960,0022100329
44,1628960,0022100324
45,1628960,0022100301
46,1628960,0022100288
47,1628960,0022100273
48,1628960,0022100258
49,1628960,0022100244
50,1628960,0022100234
51,1628960,0022100219
52,1628960,0022100193
53,1628960,0022100175
54,1628960,0022100161
55,1628960,0022100155
56,1628960,0022100142
57,1628960,0022100128
58,1628960,0022100103
59,1628960,0022100091
60,1628960,0022100085
61,1628960,0022100060
62,1628960,0022100042
63,1628960,0022100032
64,1628960,0022100015
65,1628960,0022100001
0,1628386,0022001067
1,1628386,0022000204
2,1628386,0022001044
3,1628386,0022001027
4,1628386,0022001021
5,1628386,0022001007
6,1628386,0022000991
7,1628386,0022000983
8,1628386,0022000960
9,1628386,0022000951
10,1628386,0022000933
11,1628386,0022000921
12,1628386,0022000197
13,1628386,0022000900
14,1628386,0022000881
15,1628386,0022000868
16,1628386,0022000857
17,1628386,0022000841
18,1628386,0022000829
19,1628386,0022000693
20,1628386,0022000671
21,1628386,0022000653
22,1628386,0022000648
23,1628386,0022000435
24,1628386,0022000620
25,1628386,0022000610
26,1628386,0022000597
27,1628386,0022000581
28,1628386,0022000543
29,1628386,0022000532
30,1628386,0022000513
31,1628386,0022000491
32,1628386,0022000480
33,1628386,0022000466
34,1628386,0022000563
35,1628386,0022000424
36,1628386,0022000419
37,1628386,0022000404
38,1628386,0022000388
39,1628386,0022000372
40,1628386,0022000357
41,1628386,0022000346
42,1628386,0022000328
43,1628386,0022000312
44,1628386,0022000311
45,1628386,0022000291
46,1628386,0022000272
47,1628386,0022000261
48,1628386,0022000250
49,1628386,0022000232
50,1628386,0022000216
51,1628386,0022000158
52,1628386,0022000143
53,1628386,0022000128
54,1628386,0022000118
55,1628386,0022000102
56,1628386,0022000086
57,1628386,0022000072
58,1628386,0022000057
59,1628386,0022000042
60,1628386,0022000032
61,1628386,0022000007
62,1628386,0022000001
0,1628386,0022100962
1,1628386,0022100947
2,1628386,0022100932
3,1628386,0022100920
4,1628386,0022100907
5,1628386,0022100889
6,1628386,0022100867
7,1628386,0022100849
8,1628386,0022100839
9,1628386,0022100825
10,1628386,0022100805
11,1628386,0022100787
12,1628386,0022100777
13,1628386,0022100759
14,1628386,0022100754
15,1628386,0022100722
16,1628386,0022100695
17,1628386,0022100673
18,1628386,0022100657
19,1628386,0022100646
20,1628386,0022100638
21,1628386,0022100624
22,1628386,0022100611
23,1628386,0022100604
24,1628386,0022100590
25,1628386,0022100562
26,1628386,0022100547
27,1628386,0022100533
28,1628386,0022100446
29,1628386,0022100417
30,1628386,0022100404
31,1628386,0022100393
32,1628386,0022100387
33,1628386,0022100367
34,1628386,0022100358
35,1628386,0022100349
36,1628386,0022100334
37,1628386,0022100323
38,1628386,0022100310
39,1628386,0022100295
40,1628386,0022100267
41,1628386,0022100253
42,1628386,0022100190
43,1628386,0022100176
44,1628386,0022100158
45,1628386,0022100140
46,1628386,0022100127
47,1628386,0022100108
48,1628386,0022100094
49,1628386,0022100088
50,1628386,0022100077
51,1628386,0022100064
52,1628386,0022100048
53,1628386,0022100027
54,1628386,0022100017
55,1628386,0022100007
0,1630631,0022101225
1,1630631,0022101213
2,1630631,0022101200
3,1630631,0022101188
4,1630631,0022101177
5,1630631,0022101160
6,1630631,0022101146
7,1630631,0022101119
8,1630631,0022101107
9,1630631,0022101098
10,1630631,0022101071
11,1630631,0022101064
12,1630631,0022101054
13,1630631,0022101032
14,1630631,0022101017
15,1630631,0022101001
16,1630631,0022100987
17,1630631,0022100978
18,1630631,0022100967
19,1630631,0022100950
20,1630631,0022100937
21,1630631,0022100919
22,1630631,0022100902
23,1630631,0022100872
24,1630631,0022100863
25,1630631,0022100848
26,1630631,0022100833
27,1630631,0022100819
28,1630631,0022100808
29,1630631,0022100794
30,1630631,0022100766
31,1630631,0022100759
32,1630631,0022100745
33,1630631,0022100729
34,1630631,0022100454
35,1630631,0022100712
36,1630631,0022100681
37,1630631,0022100654
38,1630631,0022100644
39,1630631,0022100629
40,1630631,0022100615
41,1630631,0022100599
42,1630631,0022100580
43,1630631,0022100565
44,1630631,0022100557
45,1630631,0022100539
46,1630631,0022100388
47,1630631,0022100325
48,1630631,0022100299
49,1630631,0022100275
50,1630631,0022100259
51,1630631,0022100240
52,1630631,0022100130
53,1630631,0022100118
0,202329,0022000979
1,202329,0022000959
2,202329,0022000954
3,202329,0022000881
4,202329,0022000833
5,202329,0022000697
6,202329,0022000670
7,202329,0022000661
8,202329,0022000167
9,202329,0022000633
10,202329,0022000627
11,202329,0022000596
12,202329,0022000583
13,202329,0022000571
14,202329,0022000544
15,202329,0022000529
16,202329,0022000516
17,202329,0022000499
18,202329,0022000481
19,202329,0022000467
20,202329,0022000449
21,202329,0022000436
22,202329,0022000380
0,1626147,0022101178
1,1626147,0022101169
2,1626147,0022101153
3,1626147,0022101137
4,1626147,0022101124
5,1626147,0022101109
6,1626147,0022101096
7,1626147,0022101086
8,1626147,0022101062
9,1626147,0022101053
10,1626147,0022100571
11,1626147,0022100564
12,1626147,0022100547
13,1626147,0022100513
14,1626147,0022100494
15,1626147,0022100471
0,203937,0022001070
1,203937,0022000255
2,203937,0022001037
3,203937,0022001028
4,203937,0022001014
5,203937,0022000999
6,203937,0022000183
7,203937,0022000980
8,203937,0022000961
9,203937,0022000953
10,203937,0022000939
11,203937,0022000925
12,203937,0022000240
13,203937,0022000225
14,203937,0022000889
15,203937,0022000874
16,203937,0022000859
17,203937,0022000850
18,203937,0022000837
19,203937,0022000278
20,203937,0022000811
21,203937,0022000793
22,203937,0022000780
23,203937,0022000773
24,203937,0022000758
25,203937,0022000741
26,203937,0022000725
27,203937,0022000712
28,203937,0022000700
29,203937,0022000691
30,203937,0022000674
31,203937,0022000658
32,203937,0022000642
33,203937,0022000636
34,203937,0022000623
35,203937,0022000607
36,203937,0022000593
37,203937,0022000580
38,203937,0022000566
39,203937,0022000555
40,203937,0022000525
41,203937,0022000509
42,203937,0022000501
43,203937,0022000476
44,203937,0022000452
45,203937,0022000562
46,203937,0022000429
47,203937,0022000418
48,203937,0022000403
49,203937,0022000386
50,203937,0022000369
51,203937,0022000355
52,203937,0022000340
53,203937,0022000322
54,203937,0022000320
55,203937,0022000304
56,203937,0022000208
57,203937,0022000193
58,203937,0022000169
59,203937,0022000150
60,203937,0022000128
61,203937,0022000119
62,203937,0022000103
63,203937,0022000087
64,203937,0022000069
65,203937,0022000056
66,203937,0022000042
67,203937,0022000021
68,203937,0022000017
0,203937,0022101223
1,203937,0022101213
2,203937,0022101201
3,203937,0022101187
4,203937,0022101155
5,203937,0022101144
6,203937,0022101129
7,203937,0022101112
8,203937,0022101096
9,203937,0022101089
10,203937,0022101063
11,203937,0022101047
12,203937,0022101029
13,203937,0022101018
14,203937,0022101000
15,203937,0022100978
16,203937,0022100964
17,203937,0022100957
18,203937,0022100940
19,203937,0022100923
20,203937,0022100909
21,203937,0022100892
22,203937,0022100879
23,203937,0022100872
24,203937,0022100846
25,203937,0022100831
26,203937,0022100818
27,203937,0022100796
28,203937,0022100776
29,203937,0022100761
30,203937,0022100749
31,203937,0022100658
32,203937,0022100639
33,203937,0022100628
34,203937,0022100614
35,203937,0022100606
36,203937,0022100535
37,203937,0022100520
38,203937,0022100505
39,203937,0022100496
40,203937,0022100485
41,203937,0022100460
42,203937,0022100450
43,203937,0022100440
44,203937,0022100426
45,203937,0022100409
46,203937,0022100395
47,203937,0022100380
48,203937,0022100315
49,203937,0022100303
50,203937,0022100285
51,203937,0022100272
52,203937,0022100261
53,203937,0022100245
54,203937,0022100226
55,203937,0022100205
56,203937,0022100188
57,203937,0022100178
58,203937,0022100164
59,203937,0022100149
60,203937,0022100126
61,203937,0022100114
62,203937,0022100100
63,203937,0022100084
64,203937,0022100070
65,203937,0022100063
66,203937,0022100040
67,203937,0022100034
68,203937,0022100007
0,203507,0022001062
1,203507,0022001048
2,203507,0022001038
3,203507,0022001029
4,203507,0022001006
5,203507,0022000235
6,203507,0022000985
7,203507,0022000967
8,203507,0022000945
9,203507,0022000928
10,203507,0022000913
11,203507,0022000905
12,203507,0022000894
13,203507,0022000873
14,203507,0022000859
15,203507,0022000840
16,203507,0022000745
17,203507,0022000729
18,203507,0022000717
19,203507,0022000685
20,203507,0022000669
21,203507,0022000643
22,203507,0022000618
23,203507,0022000603
24,203507,0022000589
25,203507,0022000573
26,203507,0022000555
27,203507,0022000540
28,203507,0022000520
29,203507,0022000503
30,203507,0022000486
31,203507,0022000471
32,203507,0022000453
33,203507,0022000445
34,203507,0022000430
35,203507,0022000415
36,203507,0022000402
37,203507,0022000389
38,203507,0022000373
39,203507,0022000357
40,203507,0022000346
41,203507,0022000329
42,203507,0022000316
43,203507,0022000299
44,203507,0022000293
45,203507,0022000277
46,203507,0022000254
47,203507,0022000226
48,203507,0022000209
49,203507,0022000182
50,203507,0022000165
51,203507,0022000151
52,203507,0022000129
53,203507,0022000113
54,203507,0022000099
55,203507,0022000073
56,203507,0022000058
57,203507,0022000051
58,203507,0022000036
59,203507,0022000006
60,203507,0022000003
0,203507,0022101203
1,203507,0022101198
2,203507,0022101183
3,203507,0022101167
4,203507,0022101148
5,203507,0022101131
6,203507,0022101112
7,203507,0022101082
8,203507,0022101043
9,203507,0022101027
10,203507,0022101008
11,203507,0022100984
12,203507,0022100979
13,203507,0022100961
14,203507,0022100949
15,203507,0022100936
16,203507,0022100924
17,203507,0022100910
18,203507,0022100887
19,203507,0022100870
20,203507,0022100836
21,203507,0022100822
22,203507,0022100809
23,203507,0022100800
24,203507,0022100768
25,203507,0022100756
26,203507,0022100744
27,203507,0022100722
28,203507,0022100690
29,203507,0022100674
30,203507,0022100660
31,203507,0022100641
32,203507,0022100627
33,203507,0022100607
34,203507,0022100592
35,203507,0022100583
36,203507,0022100556
37,203507,0022100539
38,203507,0022100526
39,203507,0022100508
40,203507,0022100489
41,203507,0022100408
42,203507,0022100398
43,203507,0022100386
44,203507,0022100370
45,203507,0022100358
46,203507,0022100324
47,203507,0022100301
48,203507,0022100288
49,203507,0022100273
50,203507,0022100258
51,203507,0022100244
52,203507,0022100234
53,203507,0022100219
54,203507,0022100193
55,203507,0022100161
56,203507,0022100155
57,203507,0022100142
58,203507,0022100128
59,203507,0022100103
60,203507,0022100091
61,203507,0022100085
62,203507,0022100060
63,203507,0022100042
64,203507,0022100032
65,203507,0022100015
66,203507,0022100001
0,1628961,0022001002
1,1628961,0022000875
2,1628961,0022000842
3,1628961,0022000815
4,1628961,0022000800
5,1628961,0022000772
6,1628961,0022000756
7,1628961,0022000746
8,1628961,0022000729
9,1628961,0022000693
10,1628961,0022000663
11,1628961,0022000651
12,1628961,0022000527
13,1628961,0022000497
14,1628961,0022000040
0,203648,0022001068
1,203648,0022001062
2,203648,0022001038
3,203648,0022001029
4,203648,0022000235
5,203648,0022000985
6,203648,0022000954
7,203648,0022000945
8,203648,0022000928
9,203648,0022000913
10,203648,0022000905
11,203648,0022000894
12,203648,0022000873
13,203648,0022000859
14,203648,0022000840
15,203648,0022000834
16,203648,0022000808
17,203648,0022000796
18,203648,0022000786
19,203648,0022000774
20,203648,0022000754
21,203648,0022000745
22,203648,0022000729
23,203648,0022000717
24,203648,0022000695
25,203648,0022000685
26,203648,0022000669
27,203648,0022000659
28,203648,0022000618
29,203648,0022000589
30,203648,0022000573
31,203648,0022000555
32,203648,0022000540
33,203648,0022000520
34,203648,0022000503
35,203648,0022000486
36,203648,0022000471
37,203648,0022000453
38,203648,0022000445
39,203648,0022000430
40,203648,0022000402
41,203648,0022000357
42,203648,0022000329
43,203648,0022000316
44,203648,0022000226
45,203648,0022000182
46,203648,0022000165
47,203648,0022000151
48,203648,0022000137
49,203648,0022000129
50,203648,0022000113
51,203648,0022000099
52,203648,0022000073
53,203648,0022000058
54,203648,0022000051
55,203648,0022000036
56,203648,0022000006
0,203648,0022101218
1,203648,0022101203
2,203648,0022101183
3,203648,0022101156
4,203648,0022101112
5,203648,0022101082
6,203648,0022101058
7,203648,0022101043
8,203648,0022101008
9,203648,0022100979
10,203648,0022100924
11,203648,0022100887
12,203648,0022100870
13,203648,0022100862
14,203648,0022100836
15,203648,0022100822
16,203648,0022100800
17,203648,0022100756
18,203648,0022100744
19,203648,0022100722
20,203648,0022100627
21,203648,0022100592
22,203648,0022100583
23,203648,0022100508
24,203648,0022100473
25,203648,0022100446
26,203648,0022100421
27,203648,0022100408
28,203648,0022100344
29,203648,0022100329
30,203648,0022100324
