,TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,NICKNAME,HOW_ACQUIRED
9,1610612738,2022,00,Mfiondu Kabengele,mfiondu-kabengele,27,C,6-10,250,"AUG 14, 1997",25.0,2,Florida State,1629662,Mfiondu,Signed on 07/16/22
10,1610612738,2022,00,Sam Hauser,sam-hauser,30,F,6-7,217,"DEC 08, 1997",24.0,1,Virginia,1630573,Sam,Signed on 08/13/21
11,1610612738,2022,00,Marcus Smart,marcus-smart,36,G,6-4,220,"MAR 06, 1994",28.0,8,Oklahoma State,203935,Marcus,#6 Pick in 2014 Draft
12,1610612738,2022,00,Luke Kornet,luke-kornet,40,C-F,7-2,250,"JUL 15, 1995",27.0,5,Vanderbilt,1628436,Luke,Signed on 02/11/22
13,1610612738,2022,00,Al Horford,al-horford,42,C-F,6-9,240,"JUN 03, 1986",36.0,15,Florida,201143,Al,Traded from OKC on 06/18/21
14,1610612738,2022,00,Robert Williams III,robert-williams-iii,44,C-F,6-9,237,"OCT 17, 1997",25.0,4,Texas A&M,1629057,Robert,#27 Pick in 2018 Draft
15,1610612738,2022,00,Justin Jackson,justin-jackson,44,F,6-8,220,"MAR 28, 1995",27.0,5,North Carolina,1628382,Justin,Signed on 09/14/22
16,1610612738,2022,00,Blake Griffin,blake-griffin,91,F,6-9,250,"MAR 16, 1989",33.0,12,Oklahoma,201933,Blake,Signed on 10/03/22
0,1610612739,2022,00,Kevin Love,kevin-love,0,F-C,6-8,251,"SEP 07, 1988",34.0,14,UCLA,201567,Kevin,Traded from MIN on 08/23/14
1,1610612739,2022,00,Caris LeVert,caris-levert,3,G,6-6,205,"AUG 25, 1994",28.0,6,Michigan,1627747,Caris,Traded from IND on 02/07/22
2,1610612739,2022,00,Evan Mobley,evan-mobley,4,C,6-11,215,"JUN 18, 2001",21.0,1,Southern California,1630596,Evan,#3 Pick in 2021 Draft
3,1610612739,2022,00,Lamar Stevens,lamar-stevens,8,F,6-6,230,"JUL 09, 1997",25.0,2,Penn State,1630205,Lamar,Signed on 11/28/20
4,1610612739,2022,00,Dylan Windler,dylan-windler,9,G-F,6-7,196,"SEP 22, 1996",26.0,2,Belmont,1629685,Dylan,#26 Pick in 2019 Draft
5,1610612739,2022,00,Darius Garland,darius-garland,10,G,6-1,192,"JAN 26, 2000",22.0,3,Vanderbilt,1629636,Darius,#5 Pick in 2019 Draft
6,1610612739,2022,00,Ricky Rubio,ricky-rubio,13,G,6-2,190,"OCT 21, 1990",32.0,11,FC Barcelona,201937,Ricky,Signed on 07/07/22
7,1610612739,2022,00,Isaiah Mobley,isaiah-mobley,15,F,6-8,238,"SEP 24, 1999",23.0,R,Southern California,1630600,Isaiah,#49 Pick in 2022 Draft
8,1610612739,2022,00,Cedi Osman,cedi-osman,16,F,6-7,230,"APR 08, 1995",27.0,5,Anadolu Efes,1626224,Cedi,Draft Rights Traded from MIN on 06/25/15
9,1610612739,2022,00,Raul Neto,raul-neto,19,G,6-2,180,"MAY 19, 1992",30.0,7,Murcia,203526,Raul,Signed on 07/07/22
10,1610612739,2022,00,Mamadi Diakite,mamadi-diakite,21,F,6-9,228,"JAN 21, 1997",25.0,2,Virginia,1629603,Mamadi,Signed on 09/19/22
11,1610612739,2022,00,Jarrett Allen,jarrett-allen,31,C,6-9,243,"APR 21, 1998",24.0,5,Texas,1628386,Jarrett,Traded from BKN on 01/16/21
12,1610612739,2022,00,Dean Wade,dean-wade,32,F-C,6-9,228,"NOV 20, 1996",25.0,3,Kansas State,1629731,Dean,Signed on 07/01/19
13,1610612739,2022,00,Robin Lopez,robin-lopez,33,C,7-0,281,"APR 01, 1988",34.0,14,Stanford,201577,Robin,Signed on 07/07/22
14,1610612739,2022,00,Isaac Okoro,isaac-okoro,35,F-G,6-5,225,"JAN 26, 2001",21.0,2,Auburn,1630171,Isaac,#5 Pick in 2020 Draft
15,1610612739,2022,00,Donovan Mitchell,donovan-mitchell,45,G,6-1,215,"SEP 07, 1996",26.0,5,Louisville,1628378,Donovan,Traded from UTA on 09/03/22
0,1610612740,2022,00,E.J. Liddell,ej-liddell,,F,6-6,240,"DEC 18, 2000",21.0,R,Ohio State,1630604,E.J.,#41 Pick in 2022 Draft
