,GAME_ID,GAME_DATE,HOME_SCORE,AWAY_SCORE,HOME_TEAM_ID,AWAY_TEAM_ID
0,0022100002,2021-10-19,121,114,1610612744,1610612747
1,0022100001,2021-10-19,104,127,1610612751,1610612749
2,0022100003,2021-10-20,123,122,1610612766,1610612754
3,0022100004,2021-10-20,88,94,1610612765,1610612741
4,0022100006,2021-10-20,83,98,1610612761,1610612764
5,0022100009,2021-10-20,97,117,1610612740,1610612755
6,0022100007,2021-10-20,121,132,1610612739,1610612763
7,0022100008,2021-10-20,106,124,1610612745,1610612750
8,0022100005,2021-10-20,138,134,1610612752,1610612738
9,0022100010,2021-10-20,97,123,1610612753,1610612759
10,0022100012,2021-10-20,98,110,1610612756,1610612743
11,0022100013,2021-10-20,124,121,1610612758,1610612757
12,0022100011,2021-10-20,107,86,1610612762,1610612760
13,0022100014,2021-10-21,87,113,1610612742,1610612737
14,0022100015,2021-10-21,137,95,1610612748,1610612749
15,0022100016,2021-10-21,113,115,1610612746,1610612744
16,0022100017,2021-10-22,112,123,1610612739,1610612766
17,0022100018,2021-10-22,96,121,1610612753,1610612752
18,0022100019,2021-10-22,135,134,1610612764,1610612754
19,0022100020,2021-10-22,83,115,1610612738,1610612761
20,0022100021,2021-10-22,109,114,1610612755,1610612751
21,0022100022,2021-10-22,112,128,1610612740,1610612741
22,0022100023,2021-10-22,91,124,1610612760,1610612745
23,0022100024,2021-10-22,102,96,1610612743,1610612759
24,0022100025,2021-10-22,105,115,1610612747,1610612756
25,0022100026,2021-10-22,110,101,1610612762,1610612758
26,0022100027,2021-10-23,101,95,1610612739,1610612737
27,0022100028,2021-10-23,91,102,1610612748,1610612754
28,0022100029,2021-10-23,95,103,1610612761,1610612742
29,0022100030,2021-10-23,82,97,1610612765,1610612741
30,0022100031,2021-10-23,89,96,1610612740,1610612750
31,0022100032,2021-10-23,111,121,1610612759,1610612749
32,0022100033,2021-10-23,105,134,1610612756,1610612757
33,0022100034,2021-10-23,120,114,1610612763,1610612746
34,0022100035,2021-10-24,111,95,1610612766,1610612751
35,0022100038,2021-10-24,103,115,1610612760,1610612755
36,0022100037,2021-10-24,107,97,1610612738,1610612745
37,0022100036,2021-10-24,104,110,1610612752,1610612753
38,0022100039,2021-10-24,107,119,1610612758,1610612744
39,0022100040,2021-10-24,118,121,1610612763,1610612747
40,0022100041,2021-10-25,140,129,1610612738,1610612766
